record_id,student_id,student_name,lecture_id,lecture_name,lecturer_id,lecturer_name,course_id,course_code,course_name,group_id,group_name,academic_week,timestamp,time,time_minute,emotion,confidence,engagement_score,focus_score,attendance_status,is_present,left_room,absence_duration_minutes,source_type,model_name
3506,S046,Student 46,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:38:37Z,08:38,35,Neutral,0.99,0.73,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3507,S047,Student 47,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:37:17Z,08:37,35,Confused,0.76,0.43,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3508,S048,Student 48,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:36:09Z,08:36,35,Bored,0.8,0.24,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3509,S049,Student 49,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:39:07Z,08:39,35,Bored,0.78,0.25,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3510,S050,Student 50,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:38:47Z,08:38,35,Neutral,0.76,0.69,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3511,S051,Student 51,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:35:56Z,08:35,35,Happy,0.84,0.91,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3512,S052,Student 52,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:38:12Z,08:38,35,Happy,0.99,0.97,0.91,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
3513,S053,Student 53,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:38:07Z,08:38,35,Neutral,0.83,0.59,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3514,S054,Student 54,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:35:03Z,08:35,35,Confused,0.84,0.48,0.77,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3515,S055,Student 55,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:37:38Z,08:37,35,Confused,0.99,0.3,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3516,S056,Student 56,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:35:42Z,08:35,35,Neutral,0.87,0.71,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3517,S057,Student 57,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:39:20Z,08:39,35,Confused,0.79,0.45,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3518,S058,Student 58,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:37:36Z,08:37,35,Happy,0.93,0.95,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3519,S059,Student 59,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:39:03Z,08:39,35,Confused,0.75,0.36,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3520,S060,Student 60,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:36:14Z,08:36,35,Confused,0.86,0.44,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3521,S041,Student 41,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:43:23Z,08:43,40,Confused,0.99,0.34,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3522,S042,Student 42,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:40:40Z,08:40,40,Happy,0.89,0.99,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3523,S043,Student 43,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:41:31Z,08:41,40,Happy,0.87,0.94,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3524,S044,Student 44,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:42:25Z,08:42,40,Neutral,0.85,0.61,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3525,S045,Student 45,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:40:57Z,08:40,40,Happy,0.96,0.92,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3526,S046,Student 46,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:40:37Z,08:40,40,Bored,0.82,0.16,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3527,S047,Student 47,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:42:35Z,08:42,40,Neutral,0.95,0.72,0.77,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3528,S048,Student 48,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:44:43Z,08:44,40,Neutral,0.94,0.52,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3529,S049,Student 49,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:43:26Z,08:43,40,Neutral,0.85,0.65,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3530,S050,Student 50,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:41:17Z,08:41,40,Confused,0.8,0.36,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3531,S051,Student 51,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:40:57Z,08:40,40,Happy,0.9,0.97,0.65,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3532,S052,Student 52,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:44:36Z,08:44,40,Neutral,0.84,0.64,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3533,S053,Student 53,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:44:37Z,08:44,40,Neutral,0.96,0.69,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3534,S054,Student 54,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:41:01Z,08:41,40,Happy,0.75,0.91,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3535,S055,Student 55,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:44:26Z,08:44,40,Neutral,0.86,0.57,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3536,S056,Student 56,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:40:37Z,08:40,40,Neutral,0.98,0.67,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3537,S057,Student 57,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:41:32Z,08:41,40,Bored,0.94,0.11,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3538,S058,Student 58,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:44:38Z,08:44,40,Happy,0.95,1,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3539,S059,Student 59,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:43:37Z,08:43,40,Neutral,0.93,0.59,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3540,S060,Student 60,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:41:31Z,08:41,40,Happy,0.83,0.94,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3541,S041,Student 41,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:48:47Z,08:48,45,Neutral,0.87,0.67,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3542,S042,Student 42,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:48:28Z,08:48,45,Bored,0.82,0.18,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3543,S043,Student 43,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:12Z,08:45,45,Happy,0.87,0.98,0.76,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3544,S044,Student 44,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:46:51Z,08:46,45,Confused,0.98,0.41,0.6,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3545,S045,Student 45,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:51Z,08:45,45,Neutral,0.83,0.65,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3546,S046,Student 46,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:47:56Z,08:47,45,Neutral,0.77,0.6,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3547,S047,Student 47,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:46:52Z,08:46,45,Happy,0.75,0.92,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3548,S048,Student 48,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:49:05Z,08:49,45,Confused,0.94,0.42,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3549,S049,Student 49,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:49:06Z,08:49,45,Bored,0.85,0.24,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3550,S050,Student 50,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:48:51Z,08:48,45,Happy,0.9,0.96,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3551,S051,Student 51,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:48:14Z,08:48,45,Happy,0.87,0.89,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3552,S052,Student 52,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:23Z,08:45,45,Happy,0.91,0.97,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3553,S053,Student 53,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:49:04Z,08:49,45,Neutral,0.93,0.66,0.77,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3554,S054,Student 54,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:55Z,08:45,45,Happy,0.98,0.92,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3555,S055,Student 55,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:48:56Z,08:48,45,Happy,0.87,0.89,0.88,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
3556,S056,Student 56,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:47:29Z,08:47,45,Confused,0.96,0.47,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3557,S057,Student 57,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:49:46Z,08:49,45,Neutral,0.95,0.69,0.65,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3558,S058,Student 58,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:40Z,08:45,45,Neutral,0.98,0.57,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3559,S059,Student 59,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:45:18Z,08:45,45,Neutral,0.95,0.71,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3560,S060,Student 60,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:46:57Z,08:46,45,Neutral,0.83,0.67,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3561,S041,Student 41,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:11Z,08:52,50,Neutral,0.83,0.72,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3562,S042,Student 42,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:50:41Z,08:50,50,Happy,0.97,0.97,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3563,S043,Student 43,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:54Z,08:52,50,Neutral,0.83,0.69,0.69,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3564,S044,Student 44,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:54:28Z,08:54,50,Confused,0.78,0.42,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3565,S045,Student 45,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:49Z,08:52,50,Happy,0.95,1,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3566,S046,Student 46,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:03Z,08:52,50,Neutral,0.83,0.75,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3567,S047,Student 47,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:53:33Z,08:53,50,Happy,0.92,0.94,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3568,S048,Student 48,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:53:56Z,08:53,50,Neutral,0.81,0.65,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3569,S049,Student 49,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:37Z,08:52,50,Neutral,0.94,0.67,0.76,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3570,S050,Student 50,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:50:00Z,08:50,50,Happy,0.98,1,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3571,S051,Student 51,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:53:14Z,08:53,50,Bored,0.82,0.26,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3572,S052,Student 52,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:50:50Z,08:50,50,Happy,0.93,0.99,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3573,S053,Student 53,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:54:30Z,08:54,50,Neutral,0.99,0.65,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3574,S054,Student 54,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:51:37Z,08:51,50,Neutral,0.92,0.64,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3575,S055,Student 55,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:53:01Z,08:53,50,Confused,0.9,0.43,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3576,S056,Student 56,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:55Z,08:52,50,Confused,0.85,0.38,0.75,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
3577,S057,Student 57,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:35Z,08:52,50,Happy,0.8,0.91,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3578,S058,Student 58,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:52:42Z,08:52,50,Bored,0.95,0.14,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3579,S059,Student 59,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:50:24Z,08:50,50,Neutral,0.95,0.66,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3580,S060,Student 60,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:54:51Z,08:54,50,Neutral,0.92,0.56,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3581,S041,Student 41,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:56:00Z,08:56,55,Happy,0.78,0.93,0.64,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3582,S042,Student 42,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:38Z,08:57,55,Neutral,0.97,0.63,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3583,S043,Student 43,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:58:42Z,08:58,55,Happy,0.89,0.97,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3584,S044,Student 44,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:11Z,08:57,55,Happy,0.94,0.96,0.95,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3585,S045,Student 45,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:31Z,08:57,55,Happy,0.84,0.8,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3586,S046,Student 46,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:25Z,08:57,55,Bored,0.92,0.2,0.84,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3587,S047,Student 47,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:56:22Z,08:56,55,Neutral,0.84,0.66,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3588,S048,Student 48,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:13Z,08:57,55,Bored,0.78,0.15,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3589,S049,Student 49,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:55:30Z,08:55,55,Neutral,0.77,0.61,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3590,S050,Student 50,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:59:16Z,08:59,55,Neutral,0.96,0.65,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3591,S051,Student 51,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:56:34Z,08:56,55,Happy,0.78,1,0.76,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3592,S052,Student 52,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:56:04Z,08:56,55,Neutral,0.93,0.65,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3593,S053,Student 53,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:17Z,08:57,55,Neutral,0.84,0.55,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3594,S054,Student 54,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:58:06Z,08:58,55,Neutral,0.93,0.68,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3595,S055,Student 55,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:51Z,08:57,55,Bored,0.81,0.07,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3596,S056,Student 56,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:57:12Z,08:57,55,Confused,0.93,0.39,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3597,S057,Student 57,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:59:51Z,08:59,55,Bored,0.93,0.21,0.72,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3598,S058,Student 58,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:55:42Z,08:55,55,Bored,0.87,0.18,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3599,S059,Student 59,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:58:07Z,08:58,55,Happy,0.81,0.93,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3600,S060,Student 60,L015,CS302 Lecture 1 - Part A,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-09T08:58:25Z,08:58,55,Neutral,0.83,0.59,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3601,S041,Student 41,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:01:20Z,12:01,0,Neutral,0.78,0.75,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3602,S042,Student 42,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:02:24Z,12:02,0,Neutral,0.99,0.66,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3603,S043,Student 43,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:03:50Z,12:03,0,Neutral,0.9,0.68,0.62,Absent,FALSE,TRUE,5,mock_video,EduPulse_v1.0
3604,S044,Student 44,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:04:34Z,12:04,0,Happy,0.95,1,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3605,S045,Student 45,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:00:09Z,12:00,0,Neutral,0.76,0.67,0.61,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3606,S046,Student 46,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:01:31Z,12:01,0,Neutral,0.81,0.58,0.8,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
3607,S047,Student 47,L016,CS302 Lecture 1 - Part B,T03,Dr. Johnson,2,CS302,Data Science Fundamentals,3,Group A,1,2026-02-11T12:04:27Z,12:04,0,Neutral,0.79,0.65,0.77,Absent,FALSE,TRUE,10,mock_video,EduPulse_v1.0
